track_title,track_speaker,track_duration,comment_timestamp,comment_url,comment_commenter_username,comment_keyword
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,202629,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=3m22s,OpenEdmonton,edmonton
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,133909,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=2m13s,OpenEdmonton,Alberta Beach
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,26862,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=0m26s,OpenEdmonton,Guitar
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,693653,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=11m33s,OpenEdmonton,Recussive isn't a word
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,693653,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=11m33s,OpenEdmonton,sorry
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,693653,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=11m33s,OpenEdmonton,Jason. I was wrong.
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,509393,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=8m29s,OpenEdmonton,What makes a good band? A good solo act at the center
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,213720,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=3m33s,OpenEdmonton,cool pnk band
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,213720,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=3m33s,OpenEdmonton,Joey Didd and the necropheliacs
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,213720,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=3m33s,OpenEdmonton,talks cool punk bands
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,213720,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=3m33s,OpenEdmonton,
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,119447,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=1m59s,OpenEdmonton,the lost art of folk music
"Jason March 19 - 2015 - 03 - 18, 5.56 PM",Jason,878449,6963,http://soundcloud.com/openedmonton/jason-march-19-2015-03-18-556-pm#t=0m6s,OpenEdmonton,Jason Plays Black Keys
"Kate G Second - 2015 - 03 - 11, 7.04 PM",Kate G,790748,689095,http://soundcloud.com/openedmonton/kate-g-second-2015-03-11-704-pm#t=11m29s,OpenEdmonton,women
"Kate G Second - 2015 - 03 - 11, 7.04 PM",Kate G,790748,364997,http://soundcloud.com/openedmonton/kate-g-second-2015-03-11-704-pm#t=6m4s,OpenEdmonton,children
"Kate G Second - 2015 - 03 - 11, 7.04 PM",Kate G,790748,318070,http://soundcloud.com/openedmonton/kate-g-second-2015-03-11-704-pm#t=5m18s,OpenEdmonton,parent
"Kate G Second - 2015 - 03 - 11, 7.04 PM",Kate G,790748,318070,http://soundcloud.com/openedmonton/kate-g-second-2015-03-11-704-pm#t=5m18s,OpenEdmonton,leader
"Kate G Second - 2015 - 03 - 11, 7.04 PM",Kate G,790748,226296,http://soundcloud.com/openedmonton/kate-g-second-2015-03-11-704-pm#t=3m46s,OpenEdmonton,women
"Kate G Second - 2015 - 03 - 11, 7.04 PM",Kate G,790748,226296,http://soundcloud.com/openedmonton/kate-g-second-2015-03-11-704-pm#t=3m46s,OpenEdmonton,leaders
"Kate G Second - 2015 - 03 - 11, 7.04 PM",Kate G,790748,107522,http://soundcloud.com/openedmonton/kate-g-second-2015-03-11-704-pm#t=1m47s,OpenEdmonton,leadership
